N_Queens,fitness,iterations,time_in_seconds
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,0,0.046875
10,-0.0,10,0.6875
10,-0.0,30,2.0
10,-0.0,610,39.53125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.71875
10,-0.0,10,0.6875
10,-0.0,20,1.34375
10,-0.0,10,0.6875
10,-0.0,20,1.34375
10,-0.0,20,1.34375
10,-0.0,10,0.703125
10,-0.0,10,0.75
10,-0.0,0,0.0625
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,30,2.03125
10,-0.0,900,58.546875
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,10,0.71875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.75
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.75
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,10,0.734375
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.75
10,-0.0,10,0.703125
10,-0.0,90,5.953125
10,-0.0,10,0.734375
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,30,2.015625
10,-0.0,10,0.703125
10,-0.0,10,0.78125
10,-0.0,10,0.765625
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,10,0.6875
10,-0.0,20,1.359375
10,-0.0,30,2.015625
10,-0.0,20,1.34375
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,20,1.34375
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,0,0.046875
10,-0.0,100,6.578125
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,10,0.71875
10,-0.0,10,0.6875
10,-0.0,10,0.71875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.71875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.71875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.671875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,210,13.625
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,560,36.3125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.75
10,-0.0,10,0.6875
10,-0.0,10,0.734375
10,-0.0,0,0.0625
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,20,1.34375
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.71875
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,20,1.34375
10,-0.0,10,0.71875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.71875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,0,0.046875
10,-0.0,10,0.703125
10,-0.0,20,1.34375
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,10,0.6875
10,-0.0,0,0.0625
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,0,0.046875
10,-0.0,10,0.71875
10,-0.0,10,0.6875
10,-0.0,10,0.734375
10,-0.0,10,0.71875
10,-0.0,10,0.71875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.71875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.71875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,0,0.0625
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,30,2.03125
10,-0.0,20,1.359375
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,20,1.34375
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,80,5.203125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,140,9.109375
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,0,0.046875
10,-0.0,10,0.6875
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.71875
10,-0.0,10,0.6875
10,-0.0,110,7.265625
10,-0.0,60,3.9375
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,40,2.65625
10,-0.0,10,0.6875
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.703125
10,-0.0,10,0.6875
10,-0.0,10,0.6875
